"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54","PC55","PC56","PC57","PC58","PC59","PC60","PC61","PC62","PC63","PC64","PC65","PC66","PC67","PC68","PC69","PC70","PC71","PC72","PC73","PC74","PC75","PC76","PC77","PC78","PC79","PC80","PC81","PC82","PC83","PC84","PC85","PC86","PC87","PC88","PC89","PC90","PC91","PC92","PC93","PC94","PC95","PC96","PC97","PC98","PC99","PC100","PC101","PC102","PC103","PC104","PC105","PC106","PC107","PC108","PC109","PC110","PC111","PC112","PC113","PC114","PC115","PC116","PC117","PC118","PC119","PC120","PC121","PC122","PC123","PC124","PC125","PC126","PC127","PC128","PC129","PC130","PC131","PC132","PC133","PC134","PC135","PC136","PC137","PC138","PC139","PC140","PC141","PC142","PC143","PC144","PC145","PC146","PC147","PC148","PC149","PC150","PC151","PC152"
"actor CCH Pounder",-2.03186839120214e-16,3.03135510158789e-16,5.59450163248769e-17,1.90163741199233e-15,-1.01458334905004e-15,4.24343564367042e-15,-7.38962542089271e-16,-4.04503069981715e-16,-2.66416290503034e-17,8.82379466663878e-17,4.38461052476609e-17,3.40433812375527e-16,9.32069715693679e-17,2.08939279306385e-16,-3.98111664340926e-17,1.09956165551086e-16,-2.81068504975207e-17,-5.51313206093541e-16,7.69145497199538e-17,-1.36618457120889e-17,2.05740756343069e-16,1.4772315543639e-16,2.4797408396658e-16,-6.98386325601825e-17,-9.52580469433209e-17,1.18600315029777e-16,9.63168583751687e-18,5.07588047573285e-16,1.92454064396127e-16,-4.67483600813618e-16,-4.16648306301338e-16,2.1706649912061e-16,-4.03395787664245e-16,-1.86259447630361e-16,3.27159377723332e-16,-9.40909232304029e-17,1.42933852505439e-16,-5.32867411715192e-16,-3.06784139540682e-16,1.9153795318535e-15,2.06916082481562e-16,-1.51711257088593e-16,-2.67222347732421e-16,2.17690267767576e-16,-1.69033849510608e-16,-1.59444967476852e-16,5.18883195192724e-16,-1.71686283726288e-16,-1.31878264202749e-16,-1.21064061545279e-18,-3.58402024503074e-17,-6.91096302937363e-17,-8.85276812112271e-18,2.56021178737289e-17,-9.30265912762572e-17,2.7064676760917e-16,-1.74680980244454e-16,3.06783582592589e-16,2.7320062419988e-16,-5.33556328645678e-17,3.56520392864635e-17,-1.16457163708013e-16,-2.23535855564265e-16,8.88763893007617e-17,-5.91217204779427e-16,1.3901503625249e-16,5.35453457769125e-17,1.17313091842402e-16,-1.98882511044072e-16,2.33285484641305e-16,-3.15696944957925e-17,-2.35054146478008e-17,3.07567662958684e-16,-2.64218199193576e-16,5.75325613979126e-17,-3.08374151791843e-16,1.8613537266658e-16,1.37025677529451e-16,-2.18134811187998e-16,2.62049165856021e-16,-8.90760305864647e-17,-5.80104792734794e-17,1.21876108370023e-17,7.85792282274484e-17,-1.2879365601964e-16,-1.60646539114519e-16,1.49782871427626e-16,-9.09335642758439e-18,8.13479318208767e-17,5.34158169976584e-17,-6.76791941126828e-17,-2.75565940819571e-17,-1.04646853167526e-16,2.57096791861429e-16,-1.53792918915978e-16,5.66933565780959e-17,1.98858319939149e-17,9.53020934646338e-17,7.30988101148581e-17,5.78874445742473e-17,4.31335674641671e-17,-2.89316615787684e-17,-7.99371125161085e-17,-9.05258793120249e-17,-1.46017116067153e-16,8.41185342769852e-17,-1.00828748268635e-16,1.30638748988203e-16,1.05138497193658e-17,1.04588406787785e-17,-9.69096317948083e-18,1.80103630898942e-17,-1.35723312187879e-16,3.43329223716138e-16,7.9953651682354e-17,-1.65189549307553e-16,-2.35616251560124e-17,2.2205828294729e-16,3.02649285005252e-17,-1.0683571316235e-16,4.03277965179139e-16,-3.80879324824565e-16,-1.07911943576023e-16,-2.26553377019193e-15,7.52312675362163e-15,-3.29074466580659e-15,-5.96344414886219e-16,-4.26928657729998e-16,-3.58457533171705e-16,1.21299827625091e-16,-1.1934071026126e-17,-4.61269163263973e-17,-2.27182106814229e-16,1.67759609847154e-16,8.34506578391751e-16,4.28097518549795e-16,-1.84445590707258e-16,-6.26971406827143e-17,2.30245253846009e-15,-8.79101993718366e-17,1.54289726438525e-16,-1.87802272534028e-16,-9.20869152823496e-17,1.4975767774352e-15,-0.171712738066636,0.010043372264166,0.508749844196696,0.117552576751394,-0.0400655623685736,-0.00599254813096985,0.834303648027528,-0.00180145518481501
"actor Johnny Depp",0.00289155703369292,-0.000639099423140848,0.000120157509206974,-0.00447739907898758,0.000654411980035867,-0.000696940672256618,-0.00714808408440506,-0.00868244008078739,0.00249605276388542,-0.00308475529211566,0.000306286473563152,-0.0125021585399431,6.53669210734898e-16,0.00485581051239677,-0.0152567942431811,8.36560974842034e-16,-1.23911425595175e-16,0.0117300269549496,-0.00370056725945966,0.0185473921533101,-0.00951534703450055,0.000985064203175236,0.0144418638788451,-1.39182891130736e-15,-3.90846452733149e-16,-0.0037278889324373,0.00875383672456444,0.00445575441179825,0.0437501865630184,-0.0156715408643564,0.0227471776199944,0.0241363045055179,-0.01651980339019,-0.0047169358546575,-0.0068274052058433,0.00203121326663434,0.0113541500144975,-0.168977202115015,-0.0278634686989345,0.502448785682102,-0.0255630359910138,-0.0115411145148435,-0.0597287946182517,0.00668288728749829,0.0334509212429505,-0.0306308914795393,0.0302607849064623,0.000377413940806964,-0.0147959863454009,0.00295082102287632,-0.0521583604552607,-0.0286797373823809,-0.0356332086670883,-0.0366652679878258,-0.00267179952709627,0.0531239791494146,0.00237175176876401,0.0280191656384742,0.0102793296039694,0.00670432732994981,0.0235885330353015,-0.0387993560273917,-0.0470984726583578,-0.0311732560282726,-0.085934011000616,0.0136070708802173,0.0641549306763242,-0.0154146268803914,-0.0786479272561807,0.0159026796413467,0.00393951899612673,0.0261507238297911,-0.00236076232289549,-0.0139424349864613,0.00172070977476318,0.00168647636680586,-0.00471237689315532,-0.00386215471561459,0.0069975537304143,0.00907926370390408,2.21067191083905e-16,-8.87604267877082e-18,7.53174149977301e-16,-3.51779607698664e-16,-1.1003335691551e-15,-2.48119875954101e-16,3.66933265126508e-17,1.03283859313782e-15,-1.45601260378234e-16,4.0683212757899e-16,1.93854254739404e-16,-1.27608255745357e-16,1.47294174987313e-16,-3.86696604940416e-16,-1.70543484991114e-15,-5.68479623904496e-17,1.32792749775474e-15,-2.76607252730297e-16,1.57752156847512e-15,-2.67525887794828e-16,9.63731070287798e-17,4.93803746918503e-16,2.49093264878138e-16,1.68150019102931e-15,1.51170094707777e-16,-1.08820899227622e-16,3.5780806510245e-16,-8.50105495959714e-17,7.51586411797782e-16,5.69788502922539e-17,3.99439660431527e-16,7.39261264373673e-16,-3.18838832634388e-16,-1.06730570103107e-15,-7.6637576499499e-16,2.20263611599074e-16,3.02487044745024e-17,1.02522416101378e-15,-3.79462571356715e-16,5.55108976104554e-16,-0.00443683045256673,0.00248391013221616,0.00640141447518552,-0.00845498228010485,0.000935207591889714,0.00184874873119702,0.00166958915360517,0.00312345919749234,-0.000466548364209375,-0.000463125501860684,-0.000587733407294868,-0.000636865914318924,0.00349164827478016,0.000129800331906323,0.000742645551971055,0.000444573078036102,-0.00620495498698056,-1.02100144256093e-16,-6.51904064732196e-17,-1.6005363469997e-16,1.13687195095908e-16,-0.00332055431818357,0.0014310145245316,-0.00564962309192721,0.0375697098310913,-0.018794985236867,-0.104560553607375,-0.0276199405622679,-0.0121406010440559,0.00532149937973973,0.075147160880306,0.00690753510947083
"actor Christoph Waltz",6.93820611480746e-16,-3.96744385073317e-16,-6.70005632401978e-16,5.17527853078139e-16,6.26128991782975e-17,9.9489849765224e-18,1.8123150543008e-16,1.45988107612972e-16,-1.05435628220312e-17,-1.87460552044862e-16,5.94176163797952e-17,-8.86756974118072e-17,1.67785052838043e-17,1.11115151097724e-16,-2.29531557315922e-16,-5.12160260301383e-18,-1.20245299858801e-17,7.74135432273469e-16,9.51105365666235e-16,-8.66627170387717e-16,4.83864309728094e-16,-6.64156650459676e-17,-7.3399114421703e-17,5.05641388084755e-17,1.41094611711596e-17,4.49626168537225e-17,-7.35810361729725e-16,-1.92568594460192e-15,2.58133174193872e-16,-3.65624624262306e-17,7.26690291670656e-17,-2.3871626012187e-17,-7.63641699372843e-17,-3.28306160290383e-17,2.52197201072619e-17,-2.75272650227899e-17,3.55113835340849e-17,-2.63428194220541e-17,1.44681706231856e-17,-1.27697702686974e-16,-1.12607015753298e-17,4.46859326403151e-17,-4.90305045213684e-17,1.57086785463024e-17,4.57320132325896e-19,-5.85261842896739e-18,-7.65644419626917e-18,2.13182333070074e-17,-3.35848566783726e-17,-4.91839372818571e-18,3.2302365962327e-17,4.33539403209493e-17,3.86442672205259e-17,-7.17347545295328e-17,-5.91265368535124e-17,-2.56981485893679e-17,-6.555462801888e-17,-1.12577077638272e-17,-4.91506017006608e-18,-2.84027700661186e-17,-9.03821233402607e-18,6.54720681777654e-17,-1.23518316875227e-18,-5.8956605981063e-18,2.1252809230451e-17,1.80419038484009e-17,-2.0821311371037e-17,1.1489664957254e-17,3.91154686192139e-18,2.25636339663934e-17,-3.76412547698539e-18,-6.84643210709154e-18,6.07587938829646e-18,7.09426245284848e-16,-2.57498606038755e-15,-1.97978401181371e-17,-7.5046180000416e-17,-2.63933455553691e-16,1.91255587959012e-17,1.76040721333442e-16,7.67323176196206e-17,-3.15818515942284e-17,-4.15997662806298e-17,-1.89321977933791e-16,5.11767953327413e-16,5.10976624219429e-17,2.4527344455024e-16,3.60922823101598e-17,5.07899381396967e-17,-6.3920569150369e-17,-1.19774718815927e-16,-8.38336758239348e-17,1.0579766363515e-16,3.19580410697195e-16,-2.5333465286793e-16,-1.3463056620359e-16,-1.78184699794326e-16,-2.82666736049207e-17,-3.71215117989879e-17,1.10597201590415e-16,-9.43469558134201e-17,1.27636041292796e-16,3.79612224145696e-17,-3.13267524622492e-16,6.730793668124e-17,-6.25839019758615e-17,4.09080516536641e-17,9.82393858622222e-17,-3.05510594048181e-17,-8.94898249552441e-17,5.91559336928682e-17,-1.26225152946597e-16,-4.59930193705622e-18,-2.79427346250587e-16,-1.0578658399869e-16,2.65481168243349e-17,3.00057469355312e-16,-6.14479271235458e-17,3.78661804004558e-17,-1.08700574456179e-17,-3.96609353873303e-15,3.06779261404954e-15,-1.87689993162333e-16,2.99524613322762e-16,1.03551981437996e-16,1.70596126370296e-16,4.76246337786426e-17,9.34292594764597e-17,5.31678053749166e-17,-9.75093184330049e-16,1.54226910656115e-17,-6.1925410352792e-16,6.48508612386461e-17,-2.65249185252134e-18,7.72039950076056e-15,-6.30880932024434e-17,-8.79324009093755e-17,9.88355765727512e-18,2.17453123544829e-17,2.6115620605369e-18,-1.92304457029276e-17,-1.0562223331621e-16,-3.65425571436669e-17,5.37676044149103e-17,0.032469974644933,0.00183190303978267,-0.0724985154189835,-0.0183012420839695,-0.00396609364013708,0.00974801240886157,0.0532847655000022,0.000455387602705812
"actor Tom Hardy",2.02345418129035e-17,3.4749473688844e-17,-5.30411426883252e-17,6.81799382984494e-17,-1.10637081381678e-16,5.06041375644607e-16,-2.01230528386351e-16,-1.52979057775393e-16,2.32064691782443e-17,9.32331930751496e-18,1.6306481677539e-17,-1.32519285569827e-16,1.28466420129924e-17,-3.51838106735314e-17,2.77879083523827e-17,-4.33505469694624e-17,-1.22551708480063e-17,2.75024589652423e-17,3.94984970042999e-17,2.17414315632738e-17,-3.89342313308722e-17,-4.09174506667147e-17,-2.67846080734928e-17,-3.95381388668867e-17,-9.59201781478457e-18,-1.26054451684015e-17,-2.2707959817585e-17,-1.03781833779422e-17,-2.92045006625828e-18,5.73371729554304e-17,-1.08402925704733e-16,-2.57969251340822e-17,5.22633254469133e-17,1.25666414433568e-17,-1.11898128132391e-16,7.70988780431549e-17,-2.83581682583237e-18,2.95248123014124e-17,1.37944593159888e-17,-1.68429512470163e-16,3.81174987931576e-18,1.28216794480578e-17,-1.22427706563511e-18,2.94191499454345e-17,-3.4155173213505e-18,1.81375392273305e-17,8.38750425971437e-20,2.29436838725729e-17,1.62338626110331e-17,2.28669145095901e-17,5.79489076425135e-18,2.86539160894128e-17,8.1970237533574e-18,6.80009692306024e-18,5.78513540415132e-18,9.44116282560276e-18,7.40809083913753e-18,-4.38416671538142e-17,-1.16234860219946e-17,8.87510708642446e-18,-8.37169798984776e-18,-9.02372244869507e-18,3.3702762546962e-17,4.27985889495801e-17,7.17226280609569e-17,-3.74494802222862e-17,-2.55617891461594e-17,4.42519370720176e-18,-5.63789120934488e-19,-1.80198583703903e-17,-5.58230852883327e-18,3.10326455877221e-17,-8.68065242733929e-17,-3.63648937892381e-17,6.75888828014954e-17,7.65837036768432e-17,-3.52663974483631e-17,-6.06236201335952e-17,8.15251757606674e-19,2.24762958121223e-17,3.40277355565385e-18,-1.49431879278438e-17,-7.81829899161037e-17,4.15609034599002e-17,1.11226506415878e-16,-1.16073097312681e-17,1.12415112124399e-16,-1.55470099268115e-17,3.2329206441334e-17,2.07299629249928e-17,-4.45601809955591e-17,1.67819237511031e-18,6.86685654642089e-18,2.20086201563288e-17,-7.74781980339387e-17,-3.70248633085889e-17,-1.34645115508065e-17,1.28316148836537e-17,8.58354954862972e-17,3.58220875404857e-17,3.13883316857736e-17,-1.52788564708762e-17,-3.29998040609562e-17,5.90762034090673e-18,-4.99642963090909e-18,-2.11649224309749e-17,1.70835058757188e-17,3.7351941950373e-17,-6.85612420234151e-17,-2.41129012602104e-17,6.77353717205807e-17,3.55004766737738e-19,-2.86602641441953e-17,-5.44380990898216e-17,-2.18042523627691e-17,-4.50942458211415e-19,1.78789693668624e-17,-3.86966359049203e-17,1.43120441720586e-17,3.52038046040328e-17,6.26889049008179e-18,1.66206910437783e-17,5.45270202128928e-17,-3.87101949334334e-16,1.51882180780697e-15,-7.59472588037351e-16,-1.22719077321627e-16,-1.82617184946951e-17,9.79118318711834e-20,1.09518950014482e-16,-7.58250636334903e-18,4.14876415899094e-19,-1.46969547110706e-17,1.57957502134628e-17,-5.98415637866078e-17,-1.81059423805282e-18,3.60990065025991e-17,8.17315195799259e-19,2.81427129169461e-15,7.56554407593426e-18,6.61764907891422e-17,-8.82172698758237e-17,8.19575981320146e-17,2.0622743651007e-17,-0.0377749758758893,0.0222365599416071,0.108831782372585,0.0286941402108044,0.0196891313989084,-0.00456846186149321,-0.077491948552329,-0.00755411731452228
"actor Daryl Sabara",7.56870133474796e-17,3.15526924364578e-17,-1.33529512646717e-17,5.73449994183941e-17,7.54478375862166e-18,7.62085782120847e-17,8.97340978622193e-17,7.56640433002285e-17,-6.56113798551557e-17,1.61887625433196e-16,7.40298517974359e-18,1.06542623362593e-16,1.37344713084817e-18,6.21348809207239e-18,1.2013282503536e-16,-5.70352366046442e-17,-1.08010330496774e-17,-8.18592188720096e-17,6.40432394442791e-17,-5.89852734277556e-17,1.61156122105597e-17,-1.27403090414296e-17,-7.67302946912843e-17,4.56187621836489e-18,1.91785432438942e-17,-2.28167838685974e-17,-6.65737115825293e-17,1.34713611468411e-17,-8.45461195415024e-17,3.19325293004135e-17,-7.88038573112804e-18,-1.86190380737675e-17,-1.41890929804104e-17,2.40889099080932e-17,3.36260570888634e-17,4.72474284928506e-17,8.0857409050825e-17,-4.63088144085652e-17,1.30615197323212e-17,8.56046998949393e-18,-1.30295751204995e-18,2.96088342320184e-17,-2.33006631689398e-17,1.61208731189972e-17,1.72934172812589e-17,-7.48501070518757e-18,-1.24933976637835e-17,1.43424218062608e-17,4.5060281273783e-18,9.02267746861419e-18,3.32209876933299e-17,1.93177681226932e-17,1.85661159986506e-17,-3.07183076406528e-17,1.582705823288e-17,-3.11055435343608e-17,-3.18241522498567e-17,-1.76852187366328e-17,-2.5799453384902e-17,-1.45024161738074e-17,7.09570326541516e-18,3.95183705153971e-17,-1.72916642562794e-17,-1.98512309038083e-17,2.38514616721929e-17,1.3095620399431e-17,-6.92326966102593e-19,-3.70220593419383e-17,3.69318911891568e-17,2.06170751275772e-18,-2.3183693525708e-17,-4.08019814005528e-17,-1.37649230099247e-17,-5.42238159809366e-17,2.675482497313e-17,6.68663057855051e-18,2.41403275939641e-17,-1.5445285135798e-17,-6.11081187779614e-18,1.17404313695993e-17,9.04073858725214e-18,-3.11036654677082e-18,1.66983911582881e-17,1.66376812213668e-18,-2.04055661628335e-17,1.01733402063942e-17,-1.41111817587234e-17,4.19882882906874e-17,-2.56212882309042e-17,-1.29255460120465e-17,2.99341384384729e-17,-1.31542343832632e-17,-9.38517384533508e-18,1.01452478639599e-17,2.03808559309906e-17,1.35073626156145e-17,-9.8497157963433e-19,-9.1138991915563e-18,1.06960767217386e-18,-8.34622381839238e-18,7.24702816432408e-18,4.76882441173778e-18,3.14774816986142e-17,3.29343803781494e-18,1.29426903091511e-17,2.28181345251464e-18,4.957998298277e-19,-3.06319597386253e-18,2.40405340230925e-17,-1.63320009352222e-17,-2.21870602840704e-17,9.42158386544143e-18,7.48313014411728e-18,-1.30933287088544e-17,-2.42250320690187e-17,1.06765788937248e-17,-1.36699865339064e-17,2.48662146987493e-17,-7.28247433176016e-18,-5.76320100364013e-17,7.75604917064095e-17,9.58563134975535e-17,9.08471717992955e-17,-9.69969813069809e-17,-5.56443505101828e-17,-2.01719625589712e-17,8.60061803419836e-18,1.02971230601533e-16,-4.55790309618672e-17,1.21510012029672e-17,-9.15463662677138e-17,-8.48696085130625e-17,2.14575961702696e-17,-9.33985975948788e-18,-1.31066834948282e-17,6.52611308821242e-17,-1.56236317535291e-17,7.69922934531206e-18,-3.31770668725551e-17,9.72980359312413e-18,-7.8595918817453e-19,7.92934088274908e-18,-1.20087232187789e-17,2.95407028385904e-18,0.0209193316149653,-0.000366348722254283,-0.06130435006316,-0.0152904737186544,-0.00153196242708777,0.00648447269984643,0.0437926724870011,0.00378716443594224
"actor J.K. Simmons",-1.97041171818544e-16,5.09684041322731e-17,5.50037028316876e-17,3.08491459907468e-17,3.68681240745569e-17,9.24218095298698e-17,1.34771267328981e-16,2.14568873728007e-16,-9.25766815536586e-17,1.0664655004654e-16,1.33869053128194e-17,2.74994171231584e-16,1.89800090317538e-17,-1.49907000570516e-16,6.29595104579156e-16,-5.50880261422356e-17,-1.41824132861405e-17,-1.51121411559697e-15,-1.52409045285393e-15,1.03155347339116e-15,-2.12915140633237e-16,-5.99207334905791e-17,3.57099969612394e-16,-1.95108240298716e-17,1.01655351426671e-17,-1.11463245590412e-17,-4.53239007377301e-16,-1.74137187686514e-15,8.42714506976411e-16,-1.47392531548601e-16,-1.915080571e-16,4.70690846728652e-17,-4.10200793101572e-17,1.65446102165121e-18,1.04969319377473e-17,9.50654998502471e-17,4.56018183792061e-17,2.38414583877015e-17,9.08194015772027e-18,-6.16556173669839e-17,4.45610179544397e-17,-9.9132578217878e-18,-8.89582129519554e-18,3.41332121037981e-18,-1.77929958465026e-17,-2.6586397685421e-17,1.69511852170899e-17,-8.55760121706208e-19,-1.22323006999663e-17,3.23342651851687e-17,-1.44088597898957e-17,3.06713732951147e-18,1.74811927741589e-17,2.15570432857584e-17,-1.13022848098092e-18,-8.84631476974062e-18,1.40578399145465e-17,-2.59772088277761e-18,3.59448418006555e-17,2.70178115102276e-18,-1.25811683906656e-17,2.57557510975857e-18,-2.33337517018803e-17,6.74953984115451e-17,1.95567133125527e-17,-1.35995457407547e-17,-1.76462486640843e-17,-2.61461076571062e-17,-3.71067985486894e-17,-2.04936139096499e-17,-3.91192657170284e-18,-1.48915924835687e-17,-6.20019965578039e-17,9.49574846941245e-17,-6.1169290415144e-16,5.73715237730399e-17,-5.97377363069122e-17,-2.11283865570212e-16,-9.70704615808652e-18,-5.27788164227013e-17,-1.02795503623644e-17,-1.96272700206048e-17,-8.07987716139354e-17,1.04945719553737e-16,-9.02025884894853e-17,-7.52574476664227e-19,3.78485568565523e-17,-1.81188625278467e-17,-2.97915084276866e-17,-1.75732245731785e-17,2.27424453447671e-17,2.2914278586e-17,7.93925218370962e-18,-6.81217320604036e-17,8.5997541408595e-17,1.5640929765933e-17,8.33467519996906e-17,1.64554812687741e-17,1.0953438526573e-16,-2.50640513941044e-17,-8.01502809056113e-18,1.95665205097755e-17,3.48310007625534e-18,9.63103633709539e-17,-2.08230760516714e-17,-2.8462826856498e-18,5.35692833257404e-17,-2.59235601485023e-17,-1.93094485749976e-17,3.00962083883679e-17,2.90460880278247e-17,6.66139497268081e-17,4.76634485647533e-18,1.31986956405327e-17,6.85041947493668e-17,-1.50780592326977e-17,-7.25704153482177e-17,-2.46675760667344e-17,-1.69839637740176e-17,5.17979882501721e-18,3.81965523016753e-15,-2.76377004466529e-15,2.73796957665183e-16,-1.20662318124656e-15,-5.22687494498128e-16,-6.42294503844954e-16,-2.15152286206069e-16,-8.58703788190318e-17,5.13556532898313e-18,-8.00509085610921e-16,-6.03685001942656e-18,-1.43593168244166e-16,-1.74131007220485e-16,-2.2301433019944e-17,2.09351981511224e-15,5.14336308485924e-17,1.17446179309495e-16,-3.39255912605738e-17,1.47121629493946e-17,6.02005514615008e-18,5.09918954777302e-18,5.62643187303713e-17,-1.42386908817171e-16,1.51327666118287e-16,-0.00318863796558249,0.00658341822320366,0.0370183064609622,0.0111756358810421,-0.0407813921424048,-0.00128625497089169,-0.0268387435540167,-0.00278950162945363
"actor Brad Garrett",-6.58696294700072e-17,2.44008696921408e-17,-1.9682076111177e-17,1.17813677079194e-16,1.89161872563774e-17,1.00318333495207e-16,1.39339007633249e-16,1.48788874124243e-16,-5.87136427930223e-17,6.65501597522916e-17,2.16637141430559e-17,1.40866770916462e-16,-6.66894581180218e-17,-6.8297192178032e-17,1.06759238508398e-16,3.74154992232315e-17,-8.52785213076603e-18,-5.74842714138215e-17,-7.00288907233991e-18,-6.18923146019793e-17,6.34123880422597e-18,-3.4875187734702e-17,-5.20445769006366e-17,-1.29013438450879e-17,-1.98373278020771e-17,2.34092607900135e-17,-1.83779432993695e-17,-7.73671053316432e-20,-4.36191814076734e-17,2.50552289666427e-17,-8.92344827820171e-17,-1.61858076671979e-17,1.24094530481366e-17,2.79243119900586e-17,3.53072305895618e-17,-1.15156772185002e-17,-3.48509488809755e-17,-1.89517915698031e-17,6.12149880805023e-18,1.03435184171206e-16,-1.31939558688295e-17,6.11677008641634e-18,-1.19753587936612e-17,2.62935451505518e-18,4.21198726783031e-18,2.3639051494416e-18,-5.75371900855031e-17,2.73493812163842e-17,9.06370714440934e-18,1.65900873258585e-17,-2.9767432862448e-17,-1.78210895609849e-17,-1.07486832923348e-17,-3.97818837853464e-17,4.61230612075511e-17,-1.03064762638557e-17,1.94853777562433e-18,1.46071600082739e-17,1.52576838351243e-17,3.23750563831911e-19,3.14662150520129e-18,2.10193899304108e-17,-2.46695251131115e-17,-2.7768130095619e-17,-3.3552847400493e-17,-1.43932199209283e-17,2.60870986898835e-17,-3.57793501377715e-17,1.89147730244731e-17,-9.1327626885495e-18,-1.98952213996368e-17,-4.90961679263581e-18,-3.33133409735724e-17,-5.69278418301866e-18,9.02116626435168e-18,1.69004369012829e-17,-5.00320138365082e-17,1.51311233048824e-17,1.83433363694521e-17,5.80185751440561e-17,9.72722326302584e-18,2.04028003985659e-17,6.47884574090495e-17,4.46882732962306e-18,-4.43969287977027e-17,2.81313670930818e-17,-3.75926270828707e-17,6.18539165349074e-17,-2.70539184180313e-17,7.42081599139759e-18,1.28806504278811e-17,2.52389887662844e-17,2.47060674325005e-17,-3.66984667347047e-17,-1.41799899573692e-17,1.29039564330139e-17,-8.70852239993531e-18,1.67276958830548e-17,2.39854092939106e-17,-5.85855169990598e-17,-5.84033006737617e-17,2.82805074868628e-17,1.20372288643897e-17,-3.70378777727861e-17,4.22235020081735e-18,3.05861962460222e-17,-5.79574850643194e-17,7.04199975600016e-18,-1.08409820839831e-17,-8.07572109349646e-18,-4.88375659665867e-18,-5.67274445543464e-18,6.43603810277899e-18,-4.602023953239e-18,3.54425773564235e-18,1.45630844611492e-17,-1.79041329236443e-17,-6.80654673073334e-18,1.81389188670524e-18,-8.75459913200326e-18,-7.06540830620223e-18,1.50040034566219e-17,-2.0364566422623e-17,-1.48518266156929e-17,-8.07556330318861e-18,3.77646154709093e-17,2.89904331895631e-18,-9.98373725163266e-18,-1.1421994986435e-17,-1.3706033054466e-17,-1.70548263756911e-17,-2.41067778579052e-17,1.38793778761488e-17,3.80733565149586e-17,4.64988863623341e-17,5.40052870450385e-17,1.03057144911258e-16,7.49519572687199e-19,-2.2015746473763e-17,2.03764293346741e-17,4.99326871889874e-18,9.00401340475678e-18,-1.70460476083963e-17,-4.61422358793011e-17,0.0376259208226893,-0.00818543751823064,-0.106785941148543,-0.026765820342658,-0.0232838001034665,0.00826888899347985,0.0756239119420126,0.00632216484302386
