"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54","PC55","PC56","PC57","PC58","PC59","PC60","PC61","PC62","PC63","PC64","PC65","PC66","PC67","PC68","PC69","PC70","PC71","PC72","PC73","PC74","PC75","PC76","PC77","PC78","PC79","PC80","PC81","PC82","PC83","PC84","PC85","PC86","PC87","PC88","PC89","PC90","PC91","PC92","PC93","PC94","PC95","PC96","PC97","PC98","PC99","PC100","PC101","PC102","PC103","PC104","PC105","PC106","PC107","PC108","PC109","PC110","PC111","PC112","PC113","PC114","PC115","PC116","PC117","PC118","PC119","PC120","PC121","PC122","PC123","PC124","PC125","PC126","PC127","PC128","PC129","PC130","PC131","PC132","PC133","PC134","PC135","PC136","PC137","PC138","PC139","PC140","PC141","PC142","PC143","PC144","PC145","PC146","PC147","PC148","PC149","PC150","PC151","PC152","PC153","PC154","PC155","PC156","PC157","PC158","PC159","PC160","PC161","PC162","PC163"
"actor CCH Pounder",1.12467886943937e-17,2.77293189351442e-16,-4.23377198993728e-16,2.38350359240009e-16,-2.41351128974685e-16,5.47756923516636e-16,-1.41277909082988e-16,5.11108598257243e-16,-7.97590331715061e-17,-1.46736021179087e-17,-4.01795793242862e-16,2.03874430636719e-16,-2.66092331383131e-16,-5.28050420667327e-18,-8.89532585041585e-17,8.23028943300866e-17,-5.0201649887768e-17,-1.09541559108721e-16,1.65102229874322e-17,-3.72448923627718e-17,-3.20697962635582e-17,-3.77750915205529e-17,2.61483814947655e-17,3.25136900096811e-18,6.17503060664139e-17,1.79122510742605e-16,-1.49027898681293e-16,1.04073693186878e-16,3.49809924444253e-17,-5.13289762450724e-17,-1.13053152475142e-17,-1.76792043287637e-16,7.65766542593631e-17,1.20549470660585e-16,-1.23007513625169e-16,5.71006538466739e-17,-7.32839714635385e-17,4.40662934055942e-17,-3.10192488376023e-17,-1.16464541702058e-17,2.58526912177759e-17,-8.92785297450715e-18,-3.46060279379322e-17,-1.39474744744536e-17,-2.20241325001952e-17,-1.56345323526804e-17,-2.91428143470796e-17,-2.39719999691941e-18,-5.59826968347608e-17,-2.89447237869587e-17,-4.33450093255587e-17,1.83027179811091e-17,7.16184670460228e-17,-2.29880401044759e-17,2.33547112221765e-17,-3.96603295004423e-17,1.81992439836177e-17,6.13705809604977e-18,-3.36829508707914e-17,3.05847900871326e-17,-1.15687567613327e-16,-2.29190161429026e-17,4.00375701208635e-17,-1.71363469460847e-17,-8.36958403571009e-18,3.13049869871972e-17,9.08976427471059e-19,-3.49487157515298e-17,-6.92005901745334e-18,2.24599282975585e-17,6.20417066135734e-18,-9.27395426196454e-18,1.13203217937216e-17,2.33767513724561e-17,1.26807965394888e-17,-8.87956765602924e-18,-1.04312644450502e-16,1.00772091682485e-16,7.48868787852869e-17,-7.37911045019536e-17,-4.49838175133034e-17,8.7684634075763e-17,6.29775972671481e-17,6.45987960527721e-18,2.77227229998552e-17,1.22342004196338e-17,6.38712700085385e-17,6.33801636445098e-18,4.71018087321621e-17,6.07619033608263e-16,-1.27400603121989e-16,5.79013019560556e-18,5.80231532637553e-17,3.53741038556545e-17,-3.61055891150735e-17,-2.2856129503483e-17,-5.63665845583082e-17,-2.82522952989806e-17,-5.56004314096001e-17,8.81781427127318e-18,4.89870215659405e-17,5.11393508118727e-17,9.32180604903953e-18,2.76420821834355e-17,-4.49984382861514e-17,5.11171838318814e-17,2.12252959062144e-17,5.54233766814369e-17,1.55726849328456e-17,6.4417567836025e-17,4.92216165794758e-17,1.0414992190221e-17,5.90068376224762e-17,7.4888607498638e-17,2.20837411060567e-17,1.12389806507308e-17,-1.11397173347798e-16,1.98145144158824e-17,-3.4832844409154e-17,1.98779213395797e-17,6.8799815619863e-18,3.41850038910988e-18,4.03905996809266e-17,3.12426602458738e-17,-1.90061689514082e-18,4.53186561745583e-18,3.17055879406091e-18,2.53675050357672e-17,-1.60446758624298e-20,-2.41287741549716e-17,3.42096865018965e-17,9.53443960492074e-17,-3.23790086905702e-17,5.43233293260905e-18,1.37111678291364e-18,1.48285472710539e-17,3.57608767154317e-17,1.48756943725336e-16,-1.08306603601239e-16,6.66839101264635e-17,9.68945649099649e-18,-1.77709641712613e-16,3.27198866383431e-16,-1.1585477903077e-16,1.72874664603223e-17,1.30419375845535e-16,6.93388787716703e-17,-1.35604815323877e-17,-5.33377297298831e-18,-2.13358519874867e-17,1.34361750448826e-16,3.92359971487848e-17,-3.1051150565008e-16,3.78538839207351e-17,-1.46323775166262e-16,-8.48183142545465e-16,-2.13404469548073e-16,1.36655984437866e-16,3.35481443392089e-16,0.16199924287306,-0.0732682331148726,-0.202315491627176,0.0410500465452407
"actor Johnny Depp",3.11796818135938e-17,-1.82325373099533e-16,7.19817501120763e-17,-3.45025016709726e-17,-2.04421957283721e-17,-5.74638024690758e-17,2.78146872854203e-17,-3.16501452077666e-17,6.89987640869898e-17,-7.30628868471897e-17,1.47069812277174e-16,-4.92853276361103e-17,3.80051555319604e-17,7.52482576549957e-18,-4.49576345607551e-17,-8.6160198046086e-17,2.33927528646576e-17,1.2360269234865e-16,1.85331262656773e-17,6.40000737495566e-17,2.61042249969101e-18,-2.34416176709488e-17,5.52698090063319e-17,-2.54969828814816e-17,-8.38501208625024e-17,-1.44525995520291e-16,-6.55152611220341e-17,2.17091885602848e-16,2.21198741976046e-17,8.47755459545187e-17,1.03760764195131e-17,1.55422564039411e-17,3.8681714772235e-17,-2.58546374913421e-17,-3.58935048784323e-17,-1.20573849967358e-16,5.23956968241696e-17,1.44305627567343e-16,-1.02001268441288e-16,-8.71299100758224e-17,3.41652969180206e-17,-5.14450796116341e-17,1.55133705253172e-18,6.62994281035433e-17,1.19777647359011e-18,-4.79911020083527e-17,2.03153712030063e-16,-4.12018863721277e-17,1.16879845314846e-16,7.99604757838914e-17,1.49377013339108e-16,-2.10073710458949e-16,-2.51813802780654e-16,2.52729000248501e-17,7.22260057474941e-17,1.05791161144073e-16,-9.83255067442856e-17,-8.78743166280969e-17,-4.57184417299759e-17,-2.34591252310156e-16,5.59157229847089e-17,5.4683631904532e-17,-3.45783715255094e-17,2.85148735619986e-16,-2.87401858945804e-17,-1.02388289355519e-16,-5.3610839323478e-17,1.38166438385034e-16,5.76753093240088e-17,-1.42604368215179e-16,-2.03447534921233e-16,-2.51136212310828e-17,-1.89352843233153e-16,6.21279205591261e-17,-2.02176140711194e-16,1.54986775556192e-16,-2.19139471094969e-17,5.82066897889345e-17,-2.52144312620964e-16,-8.78132719248873e-17,-6.29251959956408e-17,-4.78993137845722e-17,1.57346192942528e-16,2.40086572453964e-18,4.92299494828422e-17,9.79774895256407e-18,-3.3117972330546e-17,-1.30160060209179e-16,2.79067769835427e-17,1.24087268432885e-17,-8.96371568923902e-17,-1.46370096354107e-17,9.27853654539532e-18,1.00870373817244e-17,-3.0340114342471e-17,3.97479978060308e-17,-3.71960829362899e-17,-1.2443035613189e-17,-2.17367090876855e-17,1.47628115682407e-17,4.31015177536997e-18,-1.61363800807005e-17,-2.28630031105286e-17,-3.46284467304923e-17,3.04541397234735e-17,-2.21256210036731e-17,9.52263040383565e-18,-3.88467499896765e-17,-2.72673902647547e-17,-2.99214837408152e-17,-5.14527999157092e-17,-4.09174750995752e-17,8.96004393809031e-18,-6.10344075321105e-18,4.28400305447484e-17,-4.08509931045068e-19,4.68140047748711e-17,3.32302844998144e-17,5.83644524107588e-17,3.94839801884507e-17,1.37739967425407e-17,3.35424709733901e-17,3.20936035715736e-18,-1.7105379827541e-17,4.0466259430461e-17,4.24954429430058e-18,7.47126854050272e-18,5.57675035552351e-17,3.859496821694e-17,-1.19724724979514e-17,3.84510405219301e-18,-4.35713672552144e-17,2.49226203820654e-17,2.05871985528045e-17,4.14506270134089e-17,-5.26875937911975e-18,2.04614949503974e-16,-1.65869475010921e-16,8.2547038533659e-17,-1.13307738486756e-16,1.84501701957055e-16,-1.11389941375163e-16,-1.77220446358216e-16,-4.23537322240898e-17,3.12517894871427e-17,8.4388861977294e-17,-1.05378511082e-16,6.00750438721747e-19,-1.04514768697261e-16,2.77534148767751e-17,2.28799535097112e-16,2.73178232273274e-16,3.16532204920385e-16,2.58569154276544e-16,1.18400499500806e-16,-3.28495623344073e-17,-9.11548891658406e-17,3.60641772439306e-17,-3.88943097600669e-16,-0.0988137732497013,0.0546467597436476,0.0988433401837565,-0.0277343840066117
"actor Christoph Waltz",-6.14822972956131e-16,3.32342948477654e-16,9.68656841174714e-17,2.48336899946273e-16,2.51277514468038e-17,7.76040808049905e-19,-1.36575299431302e-17,4.18071992823924e-17,-3.98474668555745e-17,-4.37936727065134e-17,1.80638394270711e-16,-2.3126906254627e-16,6.72696651971482e-16,2.05898511584783e-15,-1.29126188860635e-16,3.30663857374985e-16,-2.78165579167875e-16,4.05486930624205e-17,-3.96120605121087e-18,1.3888958947538e-16,6.50243388974578e-17,2.7078505268182e-17,4.69802950692732e-17,2.85835931229729e-17,-1.36882557571346e-16,2.18136827504715e-16,-2.70959677360234e-16,4.13590366638118e-16,-2.11970349029347e-18,-1.45489019506822e-16,2.57918954197329e-17,6.8039398783034e-17,8.09209536334913e-18,1.1490987442909e-16,3.32278409863987e-17,-4.50283356317161e-16,1.41980961607059e-16,2.4596105158835e-17,-1.15264361743677e-16,1.63760247419666e-19,3.87401986751979e-17,-3.04449791148464e-17,-1.09917251714033e-17,-1.32041924898923e-17,-6.18341174506111e-18,-4.59214615875501e-17,6.43088354804264e-17,2.47469558501909e-17,-4.67416790807977e-17,-1.08498823704527e-17,2.88657962508662e-17,-6.73163528673579e-17,-5.17955369135972e-17,-6.36539491548354e-17,-4.32590573112347e-17,1.02372588866889e-17,-2.92240268028171e-17,2.92881977208275e-17,-1.35471130272278e-17,4.61711010578208e-17,1.39886201000234e-18,5.68546286628521e-17,2.70143654315919e-17,-1.48714398898944e-17,-3.36180439420944e-17,1.14534294128579e-17,2.58324118524022e-17,5.43237363741677e-17,-7.01998097268536e-17,-2.53402388386533e-17,-5.83612223163684e-17,-1.60820199802975e-17,-1.12865190275478e-17,-1.34239075321589e-17,-3.84857011492492e-17,-6.6359017738739e-18,7.36292768480681e-17,3.01321541628371e-17,-3.96631333201255e-17,1.43822856112759e-16,1.11316206868525e-16,-7.67239145128914e-17,1.25604454307962e-17,-5.63484525715236e-17,-7.88885622805394e-17,8.47210060020482e-17,8.32653714743342e-17,-2.0308314559346e-16,2.09751267220076e-16,-3.44303446519149e-17,-9.9796807151433e-17,-1.98899871528259e-16,1.18562301295746e-16,-9.10476253576548e-17,2.44832880457857e-16,1.17628080101491e-16,4.3287199162944e-16,-1.02285803103342e-17,5.00978717754614e-17,-8.8605178840382e-17,1.18743975220901e-16,6.6872904146031e-17,-1.91209430719495e-16,-1.24416062209853e-17,-4.28194131391704e-18,9.83375697187332e-17,5.825089645894e-17,-5.71466260369923e-17,1.37032122330453e-16,-1.8954383279256e-16,-5.71576061138882e-17,2.98176570514887e-16,4.38616416919903e-17,2.08345557054635e-17,-7.25015688124856e-17,-4.80096863715669e-16,4.95885538148934e-16,-7.15970396739853e-17,4.53546907604671e-17,-1.75774747268874e-16,1.64141081740039e-16,-1.70805275460227e-18,2.64314818099895e-16,-1.32989349108549e-16,-1.89659870074107e-16,8.00468688990578e-17,-1.21891163282826e-17,-6.12896190956446e-17,5.34059638361807e-17,7.19690821547944e-17,-1.13131032577001e-16,-4.90536327462559e-17,-6.34767261409591e-17,1.00954185500246e-16,1.65858456295602e-16,1.7304836477088e-17,2.394514427172e-16,-1.38015742365616e-16,-3.8691644989148e-16,-4.35584035399147e-17,1.19596665671783e-16,6.7624036847557e-16,1.96681778865532e-15,2.21195646007425e-16,-1.18918618179476e-16,-8.85657626915974e-17,1.41389686579598e-16,6.74915504013738e-18,-8.20973357618247e-18,1.47527603485602e-15,3.22652415412188e-16,-1.00692540987015e-14,8.12913456086543e-16,8.75840471475402e-16,-6.04744813446215e-16,1.68939326840065e-16,2.41130565360903e-15,6.5723242210632e-16,-2.54647921499051e-16,-0.115851787725836,0.0509308151599822,0.138109810215309,-0.0232377282314334
"actor Tom Hardy",-0.00170032668336355,0.0154223025470754,-0.0203297398477262,0.00848110530906576,-0.00177858446194901,0.0455653287857896,-0.0361269224065192,0.0709986830676425,0.191878259532713,-0.0985328512034574,0.106724418910514,-0.0221271936875473,0.0196801007794575,-0.00816435569441772,0.00280086656106251,-0.00487086398952915,0.00105077742198356,-8.3037388245132e-06,8.95661271716628e-15,1.31644731277873e-14,2.9875216972218e-14,-9.47423859662433e-16,5.7042462582551e-16,4.97208567225111e-15,-0.000216212424681236,0.00516339522823879,-0.00828845769139383,0.511603547798802,0.00780387559569139,0.00134588292692572,-0.00158015174271475,-0.00161078499146617,-0.00513075113299114,0.0178664819071315,0.0029152555493503,0.0132338909746688,-0.00889678107837327,0.383805951081915,-0.13283841630113,3.41646467343047e-15,-3.03968078451059e-15,1.77010728190972e-15,1.01965467753103e-17,-6.69642924137963e-16,1.3406331021165e-15,4.74991408669958e-16,-3.07345788198688e-16,-2.05184919226514e-15,-1.7628303369472e-15,-1.6290432862236e-15,-2.79258364266322e-16,2.28883420093622e-15,3.15368262773678e-15,-2.54832552361919e-16,6.23970652182955e-16,3.79573231666376e-15,7.25773002470102e-16,8.0893931614144e-16,1.95198434747627e-15,-1.58597287426679e-15,-1.92527513377229e-15,9.14621496536203e-16,-1.01421779457893e-15,-2.02684425770774e-16,1.58984871116833e-16,8.72106882491301e-16,-1.12157801884185e-16,-1.4640796677114e-15,-3.38181938664513e-15,5.7608581195214e-17,1.07898051956254e-15,3.35078173061226e-15,-1.97819500594717e-15,1.89946579556168e-15,8.75504274046094e-16,2.10846316335485e-16,-1.69974797249231e-15,2.79772541500161e-17,1.57360977120043e-15,-7.94017310657472e-15,3.70374730515871e-16,-9.91956396938783e-16,-3.37463875054173e-15,-2.44409190187982e-15,7.02450792515822e-16,7.73767543776318e-15,-0.000692432143249879,0.00179701479774725,-0.000394565907887409,-0.000315266869586643,0.00349446362534652,0.000170306291640772,-0.00118113389420587,-1.82948763394754e-15,-6.72847204658152e-15,-4.1210712065886e-15,2.87480387235279e-15,-9.24011115276363e-17,1.18487380368524e-15,4.77285996302692e-16,1.11788302052787e-16,2.59040360074796e-15,-2.33028273825226e-16,-8.45643333357875e-17,1.64140345331614e-16,8.68282484941375e-16,-1.56255078160843e-16,-4.40793676135715e-17,-2.8769605140503e-16,-2.967147945973e-16,-2.03939135286615e-16,-3.49705929618884e-16,4.15393898416876e-16,2.28764141717966e-16,-2.34684844280702e-16,8.68999250415668e-16,-3.40432484401304e-15,-7.84440018302527e-16,7.29579297795152e-17,-3.30756146690766e-16,-3.39772486626743e-16,1.02310255949751e-16,1.31774062628927e-16,-2.61848230732241e-16,-2.75275997207082e-16,-9.96477142671591e-16,-3.21458193224769e-16,-3.39175923259401e-16,5.60249393369052e-16,-1.53014344249497e-16,-1.66974848035898e-16,-7.9824077484034e-16,4.45688353868288e-16,-7.09419528335787e-16,7.42502713047924e-16,-7.75006145824157e-16,0.00146959482850672,-0.00260470292939967,0.0966295043105927,0.0519138656009484,0.0110544044048533,0.00284157438896255,0.00259216797714843,0.000528613583071676,-0.000325567637143875,-0.000555228328123055,-0.00803616614010426,-0.0597695771006205,-0.182833113639004,0.03364032355757,-0.000197291938528172,0.00132369678117586,0.000989834213334522,-0.00182291422406136,0.000728863468922605,0.000319578724506436,-0.00111602652306302,0.000408906769450858,-0.00455483903641371,-0.0780549885808393,0.0405747319297924,0.0879824636463908,-0.021524237338398
"actor Daryl Sabara",9.0632430699559e-16,4.97295561866826e-16,4.82925244949015e-16,1.59995653114326e-15,8.28047560487193e-18,5.01401186585217e-16,-2.6165969186548e-16,-3.53322843166785e-16,-3.78240915575409e-17,2.10990330739416e-18,3.83192941160743e-16,-3.06626567835287e-16,-2.26450372777554e-16,1.94938981714817e-16,1.40505646400488e-15,7.36597775806609e-17,-1.10098829996829e-15,6.43151903726077e-16,7.2488173590944e-18,1.46725939108497e-16,5.54618150989835e-17,-3.05350430498686e-17,-1.05899383195842e-16,-7.38456547732642e-17,-1.88089418053484e-16,1.05887950948342e-16,-4.62996588504594e-17,-1.31943360487968e-16,-1.35787397273056e-16,-4.23155193088908e-16,-2.48592749745542e-16,4.10412165006428e-17,3.80441058943721e-17,-3.38021665848325e-16,-2.86525533000741e-17,-5.77551744677504e-17,-2.01913022511464e-16,-1.13683197204996e-16,-3.26221750059345e-16,1.00429798311571e-16,1.62380988581064e-16,-6.73959159985242e-17,-2.9528921373286e-17,8.3161089679538e-18,-3.47426626967578e-17,-8.59429643683534e-17,1.53151786234057e-17,6.76521750820469e-17,6.87718985467885e-17,7.82815896323749e-18,2.84147336248213e-18,-1.13702523818928e-16,-1.0321234042081e-16,1.35872603300035e-16,-1.74803987233836e-17,8.45769572656841e-17,2.32730690116097e-17,8.26670773497606e-17,-3.09158060557685e-17,-1.27782628766411e-16,1.76430031270551e-16,2.09199789092285e-16,-2.31514485187418e-16,1.48303619202273e-17,-1.08761419539564e-16,-1.75096594178505e-17,9.57049281260919e-18,2.15594592175886e-17,1.05266606862701e-16,-4.35008122979201e-17,-3.48901362229608e-17,-1.32760300471421e-16,2.24785000347799e-17,-3.14777857669999e-17,3.44164760575549e-19,-2.51607162384974e-17,2.02932495296601e-16,-1.18322762795641e-16,-1.20011404179e-16,1.92515155570875e-16,2.76858173649617e-16,2.38905630121784e-17,-1.69945703970139e-16,-3.9141683301139e-16,-6.70416096632569e-16,2.6135936501846e-16,2.08968396864379e-16,-6.53905177361837e-16,-5.94126683692356e-16,2.46717295238636e-17,1.12111862265805e-15,-4.64690038141215e-16,2.16552863469159e-15,9.30956263147235e-17,-1.08696064189309e-16,3.38411596254334e-16,2.28808193043432e-17,-8.0764440880997e-17,-1.51067243654085e-16,-9.43565607127698e-18,2.98342321461224e-16,-1.0011475281891e-17,-3.58392808932017e-17,1.6864443687344e-16,8.27774421805659e-17,1.49392101970751e-16,-1.11152818750196e-16,-5.26820317723159e-17,-1.41818969960809e-17,-1.90106846828714e-16,1.96655183857404e-17,1.01393350715404e-16,-1.41752000375843e-18,4.13852455221058e-18,6.76577515374855e-17,-1.2800479694428e-16,-2.35451298722316e-16,1.63218714449001e-16,-3.57189664342087e-16,-1.44940267918636e-16,2.00286819871759e-16,1.73231148527392e-17,5.51183734588388e-17,-3.34466426099856e-17,-2.56802538505646e-16,-1.12200310324731e-16,6.40390329863785e-17,2.88786782359508e-16,-2.21677484866269e-17,1.15506886010299e-16,-1.93352038426415e-17,6.40747981592717e-17,-1.67493567849325e-16,2.09085323683053e-16,6.91111692078946e-19,2.52526534517997e-16,-1.19226267059272e-15,-1.70422776424695e-15,1.19658834191753e-17,-2.09619011138841e-16,-2.46446816696043e-17,5.42482968667854e-17,-1.52779348531267e-17,1.07932735601939e-16,-2.2251267497279e-17,-1.64626825609569e-16,1.84292686278087e-16,-1.61649326187189e-16,-1.054669938471e-16,2.02588266684679e-16,-3.00659832438994e-15,2.88135093183616e-16,1.33344340619499e-15,-1.04805438034262e-15,-1.41682484709814e-15,1.7334183570158e-16,4.2511676850889e-16,3.75471667893147e-16,6.68340366770694e-15,0.0569987898698071,-0.343778953694419,0.589333293076213,0.128068379581043
"actor J.K. Simmons",7.0001068755459e-16,5.07088198842708e-16,1.71849531917385e-16,-7.89863213159262e-17,2.37559172879112e-16,-4.79678689070517e-16,2.75180051389879e-16,-3.79444318566656e-16,-8.88878333107615e-16,3.95995562559742e-16,-2.77074928535877e-17,1.28815552680898e-15,-6.94335874035048e-16,3.35072696648605e-16,-5.63625394449775e-17,4.74739727847493e-16,4.65086338638465e-16,8.89606694369109e-17,-3.11067372829923e-17,-9.01116455021143e-18,4.649595594213e-17,9.54010595770049e-17,-4.62935022733799e-17,8.88081622244414e-18,-1.11057482712768e-16,4.60887287753857e-16,-1.75959260569651e-16,-2.31936177653901e-15,-1.01813515234852e-16,-8.13656435667768e-17,7.34767361341218e-17,2.75711794924797e-17,3.76261319983677e-17,5.54169910652732e-17,-1.52948487772143e-16,9.76737339097969e-16,8.34718439763701e-16,2.38967774267231e-15,-8.72208104244628e-16,-3.86840464494791e-17,-8.09850480101479e-17,7.62572699675872e-17,1.19891090065079e-17,-4.42323932986462e-18,-6.95584034490566e-17,-5.83899628490171e-17,4.23080873485829e-17,-4.45578529441473e-17,1.43845428530019e-16,8.59968703489558e-17,1.13907071717365e-16,2.59511287574107e-17,-1.11100395741779e-16,9.55075831231008e-17,-1.00696330798069e-16,4.41094494961085e-17,-2.72832445525748e-17,8.61895656520492e-17,-4.83659101508274e-17,1.54153280835753e-16,2.07279804535486e-16,9.9521826192899e-17,-2.35607873578744e-16,-9.09538453571752e-17,-9.65548976103094e-17,-3.72910740641389e-17,2.73584352842723e-17,6.18815401141127e-17,-5.89096777006311e-17,-1.84464731638485e-17,5.17303208915174e-17,4.34024710720586e-17,-9.60652029955642e-17,-1.29623677617613e-16,5.56696836835422e-17,1.63108478194268e-17,2.09053282528508e-16,-6.82235430413036e-17,-1.95154799079303e-16,2.06897034893568e-16,1.33429234910171e-16,-3.76627590833848e-17,-8.0808502245312e-17,-5.76906674918577e-17,-7.26946041862493e-18,1.60801865346308e-16,3.00196090833626e-16,5.83372797158921e-16,5.25103840862199e-16,1.02826159423091e-16,-3.1144986866163e-16,8.88574510762491e-16,-5.90850371168905e-16,9.71469708711923e-17,1.38306501213904e-16,-5.96400708802413e-17,1.02499926090378e-16,-2.69857832538298e-17,1.35725249468002e-16,6.17406543188288e-17,-5.60919240633358e-17,-1.12960156728898e-16,-2.46026990629101e-18,8.51645367498438e-17,-1.17832339119179e-16,1.30812793640386e-16,-4.05403200529914e-17,-2.29181978619068e-17,-1.07235170950084e-16,-1.4858356731883e-17,-5.61085632865797e-17,5.9834604038452e-17,3.63886857466302e-17,4.01090514092358e-17,-1.98818634183115e-17,-1.54313044543492e-17,5.4522984229701e-17,2.37205117773952e-16,1.05780133569167e-17,-3.48867899312181e-17,-9.85773961103809e-17,-6.95407874721514e-17,-3.80877014967507e-17,6.32686670383847e-18,5.29650847984881e-18,-2.71072824492776e-16,-6.38025718246273e-17,-3.96636598778635e-16,-9.33800059301514e-17,4.94300000322409e-17,-9.17258814781009e-17,3.69131589851651e-17,-9.61431247439571e-17,1.41488665879711e-16,-7.43630485600654e-16,4.91291510478998e-18,7.15979243630115e-17,-3.13902513651393e-17,-1.26203056755448e-15,-2.7759677781613e-18,-2.51687716283559e-16,-2.82156505480267e-16,-2.01172157813748e-16,6.01086828364071e-16,6.46993263167707e-17,-1.07948757056168e-16,6.90435407289618e-17,-1.4966700545454e-16,-3.57775501778279e-16,-9.11229757522661e-17,-7.39680829444215e-17,1.05617588000837e-17,3.8772360931882e-18,-2.2763306428781e-15,2.82970308751355e-15,-4.1436292187536e-16,1.34125137333163e-15,1.03752542876446e-15,5.66153215679035e-17,-0.171274045956454,0.0893806356676551,0.192151767975558,-0.0468866829028778
"actor Brad Garrett",-1.34988587327385e-17,-1.01369552539412e-16,1.11160515642127e-17,-6.19526733590481e-19,-1.54537616191684e-17,7.95985397350672e-17,-1.36616426921239e-18,-5.04856770451854e-17,-4.04804148294248e-19,-2.85740223125112e-17,-2.59695905490923e-16,-6.66114566857493e-16,3.02851457676465e-16,-1.22354860572821e-16,-2.65426554952566e-17,-1.20253773616036e-16,-9.75498053027532e-19,-5.89633844933296e-17,-8.14205650253304e-19,2.13835007817233e-18,-5.22553827473789e-17,-3.87611342750091e-17,1.75565917972288e-17,-2.57885795822248e-17,5.6570796937162e-17,-1.07023577653538e-16,2.28897330067547e-17,-7.67591232595052e-17,3.79671736840902e-17,2.64037334134488e-17,1.54795884015467e-18,1.7734807924848e-17,3.61165826167233e-17,-5.81920773356186e-17,-2.04412720295275e-17,-1.1071164497665e-16,-5.1672949578553e-17,2.49629130787521e-17,-9.35997325302266e-17,-3.63618980586581e-17,-1.5010422706292e-17,-1.46623563062392e-17,1.72178049189701e-18,-1.6955356120321e-17,3.01642437190308e-18,2.24556094196331e-17,1.90301677782516e-17,-1.48082323723004e-17,-2.280841505102e-17,-1.7012641838858e-17,6.11235844787311e-18,3.4901200245532e-17,3.3197979427407e-17,-3.25348024120469e-17,3.68550910320009e-17,-1.26900829041535e-17,-2.00960712296959e-17,-3.59755114886171e-17,2.31197392381755e-17,-6.56098785369101e-17,-4.57700479489053e-17,-7.30563392494035e-17,1.47246036174366e-18,6.87006615019779e-18,4.64415246276344e-17,6.26688697516843e-17,-1.41441836054254e-17,-1.6053530803329e-17,-4.16763161046279e-17,-4.1327603651453e-18,-2.91028700864555e-17,-2.33455062489256e-17,3.50145620823995e-17,2.30766520723766e-17,9.21137366557547e-18,2.34311118564927e-17,-7.17545872674197e-17,6.47023137622567e-17,2.26562845206984e-17,-6.99653274812351e-17,-6.79907942698159e-17,2.59234581954447e-17,2.09361515359419e-17,6.06804165847344e-17,5.58362473185197e-17,-7.30589185001563e-17,5.63342283129206e-17,-1.3013306795187e-16,2.57154448840313e-17,-4.62880471643013e-18,9.49139604722487e-17,-2.68421641332529e-16,-2.75583456554361e-17,1.29376713534248e-17,7.03939178028898e-17,-2.75654983013361e-17,8.67474130501185e-17,-4.74647615626147e-19,-6.74480359627512e-18,8.44710608076207e-18,3.13391944604425e-17,-2.59607823725548e-17,-1.15942476368039e-18,8.42883544980485e-18,-4.89680966489517e-18,3.11693349210751e-17,-1.47281776960325e-17,-3.49857353332887e-18,-7.50531839284899e-18,-1.33674971324572e-17,-4.21020509686193e-17,-1.39235079930983e-17,1.58962225836227e-17,1.51310004732764e-17,2.84079578107466e-17,1.13494186218328e-18,-1.14303252478374e-16,-2.31301841983941e-17,-2.32985923880206e-17,1.30696259325449e-17,1.08334420590339e-17,2.75624259486127e-17,-2.35217591980301e-17,-1.89350087645182e-17,-4.51988721982315e-18,-2.19811016447697e-17,-4.87883008507387e-18,1.08959984389673e-16,4.0255225031115e-17,-2.86856649107322e-18,7.13364684247846e-18,-2.4602914117584e-17,-6.82073018976185e-18,4.21777653347533e-17,8.14266997063923e-17,3.87196032875032e-19,3.06010945818386e-17,1.6221123644042e-16,4.46767212330555e-16,-7.4067895326005e-16,-4.57012219513328e-18,-3.24907084355006e-17,-2.00841212880995e-17,1.51877863692534e-16,1.78051069611313e-17,-7.87143004476079e-18,-6.87972974182261e-17,8.87000792692324e-18,-1.78514858279386e-17,-2.46775962227014e-17,8.8751948832045e-17,2.06126466012236e-17,8.56916034030721e-17,3.72154025175945e-16,-3.30718715211061e-16,-4.57923217191195e-18,-1.36194502395948e-16,-1.27476935496085e-16,1.59753709231061e-16,0.0285715387752233,0.00311358241145206,-0.0609457102858549,0.00295001803674495
