"","Dim1","Dim2","Dim3","Dim4"
"Christopher Nicholas Smith",0.0987119338807956,-0.348634860329966,0.265440349955103,0.770950619677217
"Cicely Tyson",-1.29447495454786,0.30248576475498,0.289962771527543,0.32397169134311
"Claudia Christian",0.0987119338807956,-0.348634860329966,0.265440349955103,0.770950619677217
"Clayton Snyder",-5.47403561983381,2.25584764000982,0.363530036244866,-1.01696509365921
"Clea DuVall",0.420183055690095,-0.541520360293079,1.03798680388608,-1.75570647965271
"Clifton Collins Jr.",0.672792482769489,1.0900992487576,0.0700544061342713,0.509597745970697
"Clint Eastwood",0.355888831328235,-0.502943260300457,0.883477513099888,-1.25037505978673
"Clint Howard",0.420183055690095,-0.541520360293079,1.03798680388608,-1.75570647965271
"Clive Russell",0.0987119338807956,-0.348634860329966,0.265440349955103,0.770950619677217
"Cole Hauser",0.0987119338807956,-0.348634860329966,0.265440349955103,0.770950619677217
"Colin Firth",0.180517135152967,-0.438234699212823,0.105302786852434,-0.12168643161112
"Colin Salmon",0.0987119338807956,-0.348634860329966,0.265440349955103,0.770950619677217
"Collette Wolfe",0.0987119338807956,-0.348634860329966,0.265440349955103,0.770950619677217
"Collin Alfredo St. Dic",0.0987119338807956,-0.348634860329966,0.265440349955103,0.770950619677217
"Colm Feore",0.420183055690095,-0.541520360293079,1.03798680388608,-1.75570647965271
"Common",0.741654177499395,-0.734405860256192,1.81053325781707,-4.28236357898265
"Connie Nielsen",0.0635590165240969,-0.46934879645685,-1.06758757483522,0.173378039497969
"Connor Paolo",0.0987119338807956,-0.348634860329966,0.265440349955103,0.770950619677217
"Corinna Harney",0.0987119338807956,-0.348634860329966,0.265440349955103,0.770950619677217
"Cory Hardrict",0.0987119338807956,-0.348634860329966,0.265440349955103,0.770950619677217
"Costas Mandylor",-3.24493659834797,1.2140546398739,0.324294161728961,-0.30179880832464
"Craig Ferguson",0.0987119338807956,-0.348634860329967,0.265440349955103,0.770950619677217
"Craig Parker",0.0987119338807956,-0.348634860329966,0.265440349955103,0.770950619677217
"Craig Roberts",0.0987119338807956,-0.348634860329966,0.265440349955103,0.770950619677217
"Craig Stark",0.0987119338807956,-0.348634860329966,0.265440349955103,0.770950619677217
"Craig T. Nelson",0.0987119338807956,-0.348634860329966,0.265440349955103,0.770950619677217
"Curtiss Cook",0.0987119338807956,-0.348634860329966,0.265440349955103,0.770950619677217
"D.B. Woodside",-5.47403561983381,2.25584764000982,0.363530036244866,-1.01696509365921
"Dameon Clarke",0.0987119338807956,-0.348634860329966,0.265440349955103,0.770950619677217
"Damián Alcázar",0.0987119338807956,-0.348634860329966,0.265440349955103,0.770950619677217
"Damon Wayans",-0.0418997355459995,-0.831490604837501,-5.06667134920619,-1.61933970103977
"Damon Wayans Jr.",0.0987119338807956,-0.348634860329967,0.265440349955103,0.770950619677217
"Dan Byrd",-2.68766184297651,0.953606389839926,0.314485193099984,-0.123007236990998
"Dan Futterman",0.741654177499395,-0.734405860256192,1.81053325781707,-4.28236357898265
"Dane Cook",-1.29447495454786,0.30248576475498,0.289962771527543,0.32397169134311
"Dania Ramirez",0.0987119338807956,-0.348634860329966,0.265440349955103,0.770950619677217
"Daniel Kaluuya",0.0987119338807956,-0.348634860329966,0.265440349955103,0.770950619677217
"Daniel London",0.0987119338807956,-0.348634860329966,0.265440349955103,0.770950619677217
"Daniel Mays",0.0987119338807956,-0.348634860329966,0.265440349955103,0.770950619677217
"Daniel Radcliffe",0.194717431542664,-0.595313664038306,-1.16857623690711,-1.14877153137508
"Daniel Roebuck",0.0635590165240969,-0.46934879645685,-1.06758757483522,0.173378039497969
"Daniel Sharman",0.0987119338807956,-0.348634860329966,0.265440349955103,0.770950619677217
"Daniel Stern",0.0987119338807956,-0.348634860329966,0.265440349955103,0.770950619677217
"Daniel von Bargen",0.0987119338807956,-0.348634860329966,0.265440349955103,0.770950619677217
"Danielle Kotch",0.0987119338807956,-0.348634860329966,0.265440349955103,0.770950619677217
"Danneel Ackles",0.0987119338807956,-0.348634860329967,0.265440349955103,0.770950619677217
"Danny Dyer",1.24687303165818,2.52883335784518,-0.12533153768656,0.248244872264178
"Danny Huston",0.0987119338807956,-0.348634860329966,0.265440349955103,0.770950619677217
"Danny Pino",0.0987119338807956,-0.348634860329966,0.265440349955103,0.770950619677217
"Danny Strong",0.0987119338807956,-0.348634860329966,0.265440349955103,0.770950619677217
"Darcy Donavan",0.741654177499395,-0.734405860256192,1.81053325781707,-4.28236357898265
"Darryl Hunt",2.39503412943557,5.40630157602032,-0.516103425328222,-0.274460875148861
"Daryl Sabara",0.0987119338807956,-0.348634860329967,0.265440349955103,0.770950619677217
"Dave Chappelle",0.0987119338807956,-0.348634860329967,0.265440349955103,0.770950619677217
"David Arquette",0.420183055690095,-0.541520360293079,1.03798680388608,-1.75570647965271
"David Belle",2.39503412943557,5.40630157602032,-0.516103425328222,-0.274460875148861
"David Carradine",0.420183055690095,-0.541520360293079,1.03798680388608,-1.75570647965271
"David Gant",2.39503412943557,5.40630157602032,-0.516103425328222,-0.274460875148861
"David Hewlett",0.0987119338807956,-0.348634860329966,0.265440349955103,0.770950619677217
"David Hyde Pierce",0.0987119338807956,-0.348634860329966,0.265440349955103,0.770950619677217
"David Jason Perez",0.0987119338807956,-0.348634860329966,0.265440349955103,0.770950619677217
"David Keith",-0.0418997355459995,-0.831490604837501,-5.06667134920619,-1.61933970103977
"David Lyons",0.0987119338807956,-0.348634860329966,0.265440349955103,0.770950619677217
