"","Dim1","Dim2","Dim3","Dim4"
"Brian Trenchard-Smith",-0.0409159725664205,2.76814250363972,3.6523925640815,-0.26377556433616
"Britt Allcroft",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Bronwen Hughes",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Bruce Beresford",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Bruce Campbell",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Bruce Dellis",-0.0409159725664206,2.76814250363972,3.6523925640815,-0.26377556433616
"Bruce Hunt",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Bruce McCulloch",0.145032346683559,0.121618220948378,-0.499420716344422,0.609267627165104
"Bruce McDonald",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Bruce Paltrow",-0.0409159725664206,2.76814250363972,3.6523925640815,-0.26377556433616
"Bryan Barber",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Bryan Singer",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Burr Steers",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Byron Howard",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"C. Jay Cox",0.052058187058569,1.44488036229405,1.57648592386854,0.172746031414472
"Cal Brunker",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Callie Khouri",1.6276352101726,-1.82477038300272,1.00827346498778,-0.0918831470347755
"Cameron Crowe",0.0707190050746708,0.144080250805767,-0.563497737614553,-0.23539106883781
"Camille Delamarre",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Carl Franklin",0.145032346683559,0.121618220948378,-0.499420716344422,0.609267627165104
"Carl Rinsch",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Carlos Carrera",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Carlos Saldanha",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Carlos Saura",-4.40158919518002,-2.49372632736262,1.48210934152022,0.321133522255129
"Carmen Marron",-0.0409159725664206,2.76814250363972,3.6523925640815,-0.26377556433616
"Caroline Link",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Carroll Ballard",-4.40158919518002,-2.49372632736262,1.48210934152022,0.321133522255129
"Carter Smith",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Catherine Hardwicke",1.13343425567625,-1.17597418168569,0.505708737877044,0.141833777698518
"Cathy Malkasian",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Cédric Klapisch",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Cedric Nicolas-Troyan",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Chan-wook Park",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Charles Herman-Wurmfeld",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Charles Martin Smith",1.13343425567625,-1.17597418168569,0.505708737877044,0.141833777698518
"Charles Robert Carner",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Charles S. Dutton",-0.0409159725664206,2.76814250363972,3.6523925640815,-0.26377556433616
"Charles Shyer",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Charles Stone III",1.6276352101726,-1.82477038300272,1.00827346498778,-0.0918831470347755
"Charlie Kaufman",-4.40158919518002,-2.49372632736262,1.48210934152022,0.321133522255129
"Chatrichalerm Yukol",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Chris Buck",-0.300847702969768,0.256390400092715,-0.883882843965211,-4.45868454885238
"Chris Butler",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Chris Carter",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Chris Columbus",0.033562334270227,0.155311265734462,-0.595536248249619,-0.657720416839268
"Chris Eyre",-0.300847702969768,0.256390400092715,-0.883882843965211,-4.45868454885238
"Chris Gorak",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Chris Kentis",3.11023807366164,-3.77115898695381,2.51596764631997,-0.793033921234655
"Chris Koch",1.6276352101726,-1.82477038300272,1.00827346498778,-0.0918831470347755
"Chris Miller",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Chris Nahon",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Chris Noonan",-4.40158919518002,-2.49372632736262,1.48210934152022,0.321133522255129
"Chris Paine",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Chris Roberts",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Chris Rock",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Chris Stokes",3.11023807366163,-3.77115898695381,2.51596764631997,-0.793033921234655
"Chris Wedge",-0.00359433653421687,0.166542280663157,-0.627574758884685,-1.08004976484073
"Chris Weitz",-0.171250816293542,-1.18000613029426,0.499962967761386,0.271180496503157
"Christian Alvart",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Christian Carion",-4.40158919518002,-2.49372632736262,1.48210934152022,0.321133522255129
"Christian Ditter",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Christian Duguay",0.052058187058569,1.44488036229405,1.57648592386854,0.172746031414472
"Christian E. Christiansen",3.11023807366163,-3.77115898695381,2.51596764631997,-0.793033921234655
"Christian Volckman",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Christine Jeffs",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Christophe Barratier",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Christophe Gans",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Christopher Erskin",3.11023807366163,-3.77115898695381,2.51596764631997,-0.793033921234655
"Christopher Guest",-0.00359433653421687,0.166542280663157,-0.627574758884685,-1.08004976484073
"Christopher Landon",3.11023807366163,-3.77115898695381,2.51596764631997,-0.793033921234655
"Christopher McQuarrie",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Christopher Nolan",0.033562334270227,0.155311265734462,-0.595536248249619,-0.657720416839268
"Christopher Smith",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Christopher Spencer",3.11023807366163,-3.77115898695381,2.51596764631997,-0.793033921234655
"Chuan Lu",-4.40158919518002,-2.49372632736262,1.48210934152022,0.321133522255129
"Chuck Russell",0.145032346683559,0.121618220948378,-0.499420716344422,0.609267627165104
"Chuck Sheetz",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Ciarán Foy",3.11023807366163,-3.77115898695381,2.51596764631997,-0.793033921234655
"Clare Kilner",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Clark Gregg",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Clark Johnson",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Clay Kaytis",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Clint Eastwood",0.0261310001093382,0.157557468720201,-0.601943950376632,-0.742186286439559
"Cody Cameron",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Colin Strause",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Colin Trevorrow",-0.300847702969768,0.256390400092715,-0.883882843965211,-4.45868454885238
"Corey Yuen",-0.0409159725664206,2.76814250363972,3.6523925640815,-0.26377556433616
"Cory Edwards",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Costa-Gavras",-2.12827842424823,-1.18605405320712,0.491344312587901,0.465200574710116
"Courtney Hunt",-0.300847702969768,0.256390400092715,-0.883882843965211,-4.45868454885238
"Courtney Solomon",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Craig Bolotin",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Craig Brewer",-0.0779076781431046,0.189004310520546,-0.691651780154816,-1.92470846084364
"Craig Gillespie",0.145032346683559,0.121618220948378,-0.499420716344422,0.609267627165104
"Craig Mazin",0.052058187058569,1.44488036229405,1.57648592386854,0.172746031414472
"Craig Zobel",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Cristian Mungiu",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Curtis Hanson",-0.0129247455422678,0.816942336407298,0.442417071856861,-0.875981214714584
"Cyrus Nowrasteh",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"D.J. Caruso",-0.764291961689157,-0.401450688713822,-0.103114704771493,0.551640806183109
"Dagur Kári",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Daisy von Scherler Mayer",-0.0409159725664206,2.76814250363972,3.6523925640815,-0.26377556433616
"Damian Nieman",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Damien Chazelle",-0.300847702969768,0.256390400092715,-0.883882843965211,-4.45868454885238
"Damien Dante Wayans",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Damien O'Donnell",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Damon Santostefano",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Dan Cutforth",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Dan Gilroy",-0.300847702969768,0.256390400092715,-0.883882843965211,-4.45868454885238
"Dan Harris",-4.40158919518002,-2.49372632736262,1.48210934152022,0.321133522255129
"Dan Mazer",3.11023807366163,-3.77115898695381,2.51596764631997,-0.793033921234655
"Dan Rush",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Dan Scanlon",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Dan Trachtenberg",-0.300847702969768,0.256390400092715,-0.883882843965211,-4.45868454885238
"Daniel Algrant",-0.0409159725664206,2.76814250363972,3.6523925640815,-0.26377556433616
"Daniel Barber",-4.40158919518002,-2.49372632736262,1.48210934152022,0.321133522255129
"Daniel Barnz",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Daniel Espinosa",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Daniel Lee",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Daniel Myrick",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Daniel Sackheim",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Daniel Stamm",3.11023807366163,-3.77115898695381,2.51596764631997,-0.793033921234655
"Danny Boyle",-1.51913485048874,-0.705239235440509,0.0329352604035302,-1.17609446647738
"Danny Cannon",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Danny DeVito",0.052058187058569,1.44488036229405,1.57648592386854,0.172746031414472
"Danny Leiner",1.6276352101726,-1.82477038300272,1.00827346498778,-0.0918831470347755
"Danny Pang",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Darnell Martin",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Darren Aronofsky",-0.835677935120367,-0.246886447531287,-0.361396770510709,-1.97273081166197
"Darren Grant",3.11023807366163,-3.77115898695381,2.51596764631997,-0.793033921234655
"Darren Lynn Bousman",0.886333778428078,-0.85157608102717,0.254426374321677,0.258692240065164
"Darren Stein",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Dave Borthwick",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"Dave Green",3.11023807366163,-3.77115898695381,2.51596764631997,-0.793033921234655
"Dave McKean",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"David Anspaugh",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
